Source,Dest,Weight
ALVEOLAR FIBROBLASTS     ,CD14+ MONOCYTE           ,0.006659437902271748
MYELOID DENDRITIC TYPE 1 ,ALVEOLAR EPITHELIAL TYPE 1,-0.006658960599452257
PERIBRONCHIAL FIBROBLASTS,LYMPHATIC EC MATURE      ,0.0066581834107637405
CLUB (NASAL)             ,BRONCHIAL VESSEL 1       ,0.006658104248344898
CD4+ MEMORY/EFFECTOR T   ,GOBLET (SUBSEGMENTAL)    ,0.006657118909060955
NONCLASSICAL MONOCYTE    ,AIRWAY EPITHELIUM        ,0.006654465105384588
FIBROBLASTS              ,PLASMACYTOID DENDRITIC   ,0.006653967779129744
MULTICILIATED            ,PLASMA                   ,0.006653085350990295
B CELLS                  ,SUPRABASAL               ,0.006653062533587217
CD8 T CELLS              ,EPITHELIAL               ,0.006652352400124073
MYOFIBROBLAST            ,FIBROBLASTS              ,0.006650595460087061
MAST CELLS               ,PROXIMAL CILIATED        ,0.006650334689766169
CLUB                     ,VEIN                     ,0.006647639907896519
LYMPHATIC EC MATURE      ,CD16+ MONOCYTE           ,0.006646188907325268
BASOPHIL/MAST 2          ,ALVEOLAR MACROPHAGES     ,0.006644243840128183
BRONCHIAL VESSEL 2       ,PLASMACYTOID DENDRITIC   ,0.006643150933086872
BRONCHIAL VESSEL 1       ,BASAL RESTING            ,0.006642383057624102
CD8 T CELLS              ,LYMPHATIC EC DIFFERENTIATING,0.0066411239095032215
NATURAL KILLER           ,ADVENTITIAL FIBROBLAST   ,0.0066411239095032215
EREG+ DENDRITIC          ,EC VENOUS PULMONARY      ,0.0066398088820278645
FIBROBLAST               ,CLUB (NON_NASAL)         ,0.006639647297561169
DIFFERENTIATING BASAL    ,PERICYTE                 ,0.006638828665018082
BRONCHIAL VESSEL 2       ,ALVEOLAR EPITHELIUM      ,0.006638014689087868
BRONCHIAL VESSEL 1       ,ADVENTITIAL FIBROBLASTS  ,0.006637608632445335
SUBPLEURAL FIBROBLASTS   ,ADVENTITIAL FIBROBLAST   ,0.006636578589677811
MONOCYTE DERIVED MΦ      ,TRANSITIONAL CLUB AT2    ,0.006636250764131546
EPITHELIAL               ,CD14+ MONOCYTE           ,0.006635976489633322
CLUB                     ,CLUB (NASAL)             ,0.0066356416791677475
MULTICILIATED            ,PROXIMAL BASAL           ,0.006635552272200584
CD8 T                    ,TRANSITIONAL CLUB AT2    ,0.0066353329457342625
NATURAL KILLER           ,SMOOTH MUSCLE            ,0.006634997203946114
CD4+ NAIVE T             ,ALVEOLAR MACROPHAGES     ,0.006634748075157404
VASCULAR SMOOTH MUSCLE   ,EC CAPILLARY             ,0.00663420045748353
EC VENOUS SYSTEMIC       ,TREM2+ DENDRITIC         ,0.006634111050516367
SMOOTH MUSCLE            ,NEUROENDOCRINE           ,0.0066340030170977116
CD8 T CELLS              ,SUBPLEURAL FIBROBLASTS   ,0.006633905228227377
BRONCHIAL VESSEL         ,DENDRITIC CELLS          ,0.006633460987359285
SUBPLEURAL FIBROBLASTS   ,IONOCYTE                 ,0.006630928721278906
CLUB (NASAL)             ,VEIN                     ,0.006630163639783859
MAST CELLS               ,EC CAPILLARY             ,0.006629247684031725
B CELL LINEAGE           ,EC VENOUS PULMONARY      ,0.006628580391407013
GOBLET                   ,VASCULAR SMOOTH MUSCLE   ,0.006626538932323456
CD4 T                    ,B CELL LINEAGE           ,0.006626476999372244
NONCLASSICAL MONOCYTE    ,LYMPHATIC EC             ,0.006624864414334297
EREG+ DENDRITIC          ,BRONCHIAL VESSEL         ,0.006621993146836758
BASOPHIL/MAST 2          ,AIRWAY EPITHELIUM        ,0.006621579173952341
DC2                      ,PLASMACYTOID DENDRITIC   ,0.006621443200856447
PERICYTE                 ,FIBROBLAST LINEAGE       ,0.006621436215937138
CD16+ MONOCYTE           ,EC VENOUS SYSTEMIC       ,0.006620489060878754
CAPILLARY INTERMEDIATE 2 ,SUBMUCOSAL SECRETORY     ,0.006620005704462528
MYOFIBROBLAST            ,ALVEOLAR FIBROBLAST      ,0.006619687657803297
BRONCHIAL VESSEL 2       ,AT1                      ,0.006619148422032595
LYMPHATIC EC DIFFERENTIATING,B CELLS                  ,0.0066190981306135654
CD8+ NAIVE T             ,SMG MUCOUS               ,0.0066170720383524895
TRANSITIONAL CLUB AT2    ,MESOTHELIAL              ,0.006614622659981251
CLUB                     ,CD8 T CELLS              ,0.006614130921661854
LYMPHATIC EC DIFFERENTIATING,GOBLET (NASAL)           ,0.00661374069750309
FIBROBLAST LINEAGE       ,MYELOID DENDRITIC TYPE 2 ,0.006612904369831085
MYELOID DENDRITIC TYPE 1 ,SEROUS                   ,-0.006612653844058514
ADVENTITIAL FIBROBLASTS  ,B                        ,0.006612486205995083
ADVENTITIAL FIBROBLASTS  ,NATURAL KILLER T         ,0.006609172560274601
EC VENOUS PULMONARY      ,INTERSTITIAL MΦ PERIVASCULAR,0.006608250085264444
LYMPHATIC EC MATURE      ,CD4 T CELLS              ,0.0066067492589354515
INNATE LYMPHOID CELL NK  ,CD16+ MONOCYTE           ,0.006605110131204128
INNATE LYMPHOID CELL NK  ,TUFT                     ,0.006603867281228304
MESOTHELIUM              ,MULTICILIATED (NON_NASAL),0.0066034565679728985
LYMPHATIC EC DIFFERENTIATING,SUBPLEURAL FIBROBLASTS   ,0.006603429093956947
ADVENTITIAL FIBROBLASTS  ,SUBMUCOSAL GLAND         ,0.0066020917147397995
FIBROBLAST LINEAGE       ,SUBMUCOSAL GLAND         ,0.006601522210985422
ALVEOLAR EPITHELIAL TYPE 2,EC GENERAL CAPILLARY     ,0.0066014863550662994
B CELL LINEAGE           ,PROLIFERATING MACROPHAGE ,0.006600756198167801
PLASMACYTOID DENDRITIC   ,EC VENOUS                ,0.006599555257707834
VASCULAR SMOOTH MUSCLE   ,BASOPHIL/MAST 2          ,0.006599474232643843
SMG SEROUS (BRONCHIAL)   ,MULTICILIATED            ,-0.006599223706871271
MULTICILIATED (NASAL)    ,LYMPHATIC                ,0.006597773637622595
ALVEOLAR MACROPHAGES     ,MACROPHAGES              ,0.006597543600946665
T CELLS PROLIFERATING    ,NONCLASSICAL MONOCYTE    ,0.006595187354832888
RARE                     ,BRONCHIAL VESSEL         ,0.0065948921255767345
LYMPHATIC                ,SMG DUCT                 ,0.006594369187951088
BASOPHIL/MAST 2          ,NON CLASSICAL MONOCYTES  ,0.006594238802790642
CD14+ MONOCYTE           ,MYELOID DENDRITIC TYPE 1 ,0.006594161968678236
SUBPLEURAL FIBROBLASTS   ,MACROPHAGES              ,0.00659414567053318
MULTICILIATED LINEAGE    ,MACROPHAGES              ,0.006593103986233473
BASAL                    ,BRONCHIAL VESSEL 2       ,0.006592883262783289
BLOOD VESSELS            ,AT2                      ,0.0065924134105443954
EC VENOUS PULMONARY      ,NK CELLS                 ,0.006592273246496916
FIBROBLAST               ,LYMPHATIC EC PROLIFERATING,0.006592141464352608
BLOOD VESSELS            ,MESOTHELIUM              ,0.006591883022338152
LYMPHOID                 ,FIBROBLAST LINEAGE       ,0.006590608041733503
CD4+ MEMORY/EFFECTOR T   ,LYMPHATIC                ,0.006589661817997694
PLASMA CELLS             ,NEUROENDOCRINE           ,0.0065895142033696175
MESOTHELIUM              ,LYMPHATIC EC PROLIFERATING,0.006588548421859741
TUFT                     ,INTERMEDIATE MONOCYTE    ,0.006588084157556295
VEIN                     ,IGSF21+ DENDRITIC        ,0.00658399285748601
CLUB                     ,CLASSICAL MONOCYTE       ,0.006583528593182564
OLR1+ CLASSICAL MONOCYTE ,SMG SEROUS               ,0.006583511829376221
SUBMUCOSAL SECRETORY     ,LYMPHATIC EC MATURE      ,-0.006580500863492489
MULTICILIATED (NON_NASAL),CILIATED                 ,0.0065787299536168575
CAPILLARY INTERMEDIATE 1 ,SMG MUCOUS               ,0.006578268017619848
CD4+ NAIVE T             ,GOBLET (NASAL)           ,0.006578096654266119
DIFFERENTIATING BASAL    ,FIBROBLAST LINEAGE       ,0.006577170919626951
VASCULAR SMOOTH MUSCLE   ,ALVEOLAR MACROPHAGES     ,0.006577079184353352
CAPILLARY INTERMEDIATE 2 ,DIFFERENTIATING BASAL    ,0.006577009800821543
PERIBRONCHIAL FIBROBLASTS,OLR1+ CLASSICAL MONOCYTE ,0.006575926672667265
ALVEOLAR FIBROBLASTS     ,ARTERY                   ,0.006575867533683777
BASOPHIL/MAST 1          ,ALVEOLAR EPITHELIUM      ,0.006575772538781166
MESOTHELIUM              ,IMMUNE                   ,0.006575510371476412
MONOCYTE DERIVED MΦ      ,INNATE LYMPHOID CELL NK  ,0.006575174164026976
OLR1+ CLASSICAL MONOCYTE ,SUBMUCOSAL GLAND         ,0.006574141327291727
NATURAL KILLER T         ,INTERSTITIAL MΦ PERIVASCULAR,0.006574025843292475
NK CELLS                 ,DIFFERENTIATING BASAL    ,0.00657248217612505
ALVEOLAR EPITHELIAL TYPE 2,T CELL LINEAGE           ,0.006570450961589813
FIBROBLASTS              ,SMG MUCOUS               ,0.0065704407170414925
MULTICILIATED (NON_NASAL),ALVEOLAR EPITHELIAL TYPE 2,0.006569758057594299
CLUB (NASAL)             ,FIBROBLASTS              ,0.006569131277501583
EC VENOUS                ,PLASMACYTOID DENDRITIC   ,0.0065677412785589695
BRONCHIAL VESSEL         ,EC CAPILLARY             ,0.00656764954328537
ENDOTHELIAL              ,CLUB (NON_NASAL)         ,0.006567607633769512
NONCLASSICAL MONOCYTE    ,FIBROMYOCYTES            ,0.006566787604242563
CLUB (NASAL)             ,EC AEROCYTE CAPILLARY    ,0.006566735915839672
BASAL                    ,TUFT                     ,0.006565906573086977
VEIN                     ,VASCULAR SMOOTH MUSCLE   ,0.006565599236637354
PERICYTES                ,ALVEOLAR FIBROBLAST      ,0.006564573384821415
ALVEOLAR EPITHELIUM      ,CD4+ MEMORY/EFFECTOR T   ,0.0065641850233078
DIFFERENTIATING BASAL    ,NEUROENDOCRINE           ,-0.006564101669937372
MACROPHAGE               ,DENDRITIC CELLS          ,0.006560970097780228
GOBLET (SUBSEGMENTAL)    ,FIBROBLASTS              ,0.0065609365701675415
CLASSICAL MONOCYTES      ,MYOFIBROBLAST            ,0.006560911890119314
BRONCHIAL VESSEL 1       ,AT2                      ,0.00655994052067399
FIBROBLAST LINEAGE       ,IGSF21+ DENDRITIC        ,0.006559100467711687
BLOOD VESSELS            ,EC GENERAL CAPILLARY     ,0.006559053901582956
MYOFIBROBLAST            ,FIBROMYOCYTES            ,0.00655887508764863
LYMPHOID                 ,VASCULAR SMOOTH MUSCLE   ,0.00655827671289444
VASCULAR SMOOTH MUSCLE   ,CLUB                     ,0.00655692582949996
CAPILLARY INTERMEDIATE   ,FIBROMYOCYTES            ,0.006555973552167416
INTERMEDIATE MONOCYTE    ,EC VENOUS                ,0.006554811727255583
NATURAL KILLER T         ,BRONCHIAL VESSEL 1       ,0.00655368622392416
SIGNALING ALVEOLAR EPITHELIAL TYPE 2,MESOTHELIAL              ,0.00655304454267025
INTERMEDIATE MONOCYTE    ,GOBLET                   ,0.006552614737302065
NATURAL KILLER T         ,CLUB (NON_NASAL)         ,0.006551789119839668
OLR1+ CLASSICAL MONOCYTE ,AIRWAY SMOOTH MUSCLE     ,0.006551398895680904
CD4+ NAIVE T             ,MYOFIBROBLASTS           ,0.0065513611771166325
PLASMACYTOID DCS         ,ALVEOLAR EPITHELIUM      ,0.006550510413944721
GOBLET                   ,BASAL                    ,0.006548671517521143
LYMPHATIC EC PROLIFERATING,ALVEOLAR EPITHELIUM      ,0.0065480549819767475
DENDRITIC                ,PERICYTE                 ,0.006547168362885714
CLUB                     ,MACROPHAGES              ,0.006546635180711746
EC VENOUS                ,CD4 T CELLS              ,0.006546457298099995
OLR1+ CLASSICAL MONOCYTE ,SUBPLEURAL FIBROBLASTS   ,0.006545753218233585
CD4+ NAIVE T             ,FIBROMYOCYTES            ,0.006544565316289663
FIBROMYOCYTES            ,B CELL LINEAGE           ,0.006544551812112331
LYMPHATIC                ,ADVENTITIAL FIBROBLASTS  ,0.00654276367276907
ALVEOLAR FIBROBLAST      ,BRONCHIAL VESSEL 1       ,0.006542679388076067
DC2                      ,FIBROBLAST LINEAGE       ,0.006540967151522636
FIBROBLASTS              ,MYOFIBROBLAST            ,0.006540484726428986
BASOPHIL/MAST 1          ,MIGRATORY DCS            ,0.006539568305015564
PLASMACYTOID DENDRITIC   ,SIGNALING ALVEOLAR EPITHELIAL TYPE 2,0.006538935471326113
ADVENTITIAL FIBROBLAST   ,ALVEOLAR EPITHELIAL TYPE 2,0.0065385932102799416
NONCLASSICAL MONOCYTE    ,SUPRABASAL               ,0.0065381634049117565
SUBPLEURAL FIBROBLASTS   ,AT2                      ,0.006538149435073137
CAPILLARY                ,T CELL LINEAGE           ,0.006537995301187038
PROLIFERATING NK/T       ,PERIBRONCHIAL FIBROBLASTS,0.006537959910929203
BASAL                    ,MONOCYTE DERIVED MΦ      ,0.006535932421684265
CLUB                     ,MYOFIBROBLASTS           ,0.006535754539072514
CLUB                     ,MUCOUS                   ,0.006535671651363373
EPITHELIAL               ,GOBLET                   ,0.006535246968269348
NATURAL KILLER T         ,PLASMACYTOID DENDRITIC   ,0.006534975487738848
PLASMACYTOID DCS         ,NEUROENDOCRINE           ,0.006534402258694172
GOBLET (SUBSEGMENTAL)    ,EC ARTERIAL              ,0.006534023676067591
SMG SEROUS               ,GOBLET                   ,0.006532865110784769
CD14+ MONOCYTE           ,EC VENOUS SYSTEMIC       ,0.006532209925353527
EC VENOUS                ,PROLIFERATING NK/T       ,0.006532031577080488
TUFT                     ,INNATE LYMPHOID CELL NK  ,0.006531951017677784
EPITHELIAL               ,MUCOUS                   ,0.006531368475407362
MUCOUS                   ,BLOOD VESSELS            ,0.006531307008117437
ADVENTITIAL FIBROBLASTS  ,CLUB                     ,0.00653119245544076
NK CELLS                 ,PLASMACYTOID DENDRITIC   ,0.006530741695314646
LYMPHATIC EC PROLIFERATING,INNATE LYMPHOID CELL NK  ,0.006530142854899168
ALVEOLAR FIBROBLASTS     ,SEROUS                   ,0.006530044134706259
DIFFERENTIATING BASAL    ,MYOFIBROBLASTS           ,0.006528651341795921
CD16+ MONOCYTE           ,PLASMACYTOID DCS         ,0.0065277316607534885
EC VENOUS PULMONARY      ,BRONCHIAL VESSEL 2       ,0.006527228280901909
ADVENTITIAL FIBROBLAST   ,CAPILLARY INTERMEDIATE   ,0.0065271188504993916
VASCULAR SMOOTH MUSCLE   ,CD8 T CELLS              ,0.006526584271341562
EC CAPILLARY             ,LIPOFIBROBLAST           ,0.006525525823235512
INTERMEDIATE MONOCYTE    ,BASOPHIL/MAST 2          ,0.006525445729494095
BLOOD VESSELS            ,NON CLASSICAL MONOCYTES  ,-0.0065249488689005375
VASCULAR SMOOTH MUSCLE   ,DENDRITIC CELLS          ,0.00652291951701045
ENDOTHELIAL              ,TREM2+ DENDRITIC         ,0.0065228939056396484
MULTICILIATED            ,NK CELLS                 ,0.006522667594254017
LYMPHATIC EC PROLIFERATING,IMMUNE                   ,0.0065225232392549515
DC1                      ,MYELOID DENDRITIC TYPE 2 ,0.006520788185298443
SUBMUCOSAL GLAND         ,MULTICILIATED LINEAGE    ,-0.006520705297589302
INTERMEDIATE MONOCYTE    ,B CELLS                  ,0.006519745569676161
FIBROBLAST LINEAGE       ,DIFFERENTIATING BASAL    ,0.00651895347982645
MYOFIBROBLASTS           ,SM ACTIVATED STRESS RESPONSE,0.006517625879496336
NON CLASSICAL MONOCYTES  ,SMG SEROUS (BRONCHIAL)   ,0.006517493631690741
BRONCHIAL VESSEL 1       ,LYMPHATIC EC PROLIFERATING,0.006516665685921907
CLUB (NASAL)             ,MYELOID                  ,0.00651575718075037
MESOTHELIUM              ,VASCULAR SMOOTH MUSCLE   ,0.006515322718769312
GOBLET (NASAL)           ,MAST CELLS               ,0.006515120156109333
OLR1+ CLASSICAL MONOCYTE ,CLUB (NON_NASAL)         ,0.0065129827708005905
BRONCHIAL VESSEL 1       ,LYMPHATIC EC             ,0.00651287566870451
AT2                      ,PLASMA CELLS             ,0.006510844919830561
MULTICILIATED (NON_NASAL),SMG SEROUS               ,0.0065107522532343864
MULTICILIATED LINEAGE    ,ALVEOLAR MACROPHAGES     ,0.006509052123874426
ADVENTITIAL FIBROBLAST   ,LYMPHATIC EC DIFFERENTIATING,0.006508921273052692
MESOTHELIUM              ,CD8 T CELLS              ,0.006507220212370157
DC2                      ,AT2                      ,0.006507021840661764
BASOPHIL/MAST            ,POSITIVE                 ,0.0065068346448242664
T CELL LINEAGE           ,BLOOD VESSELS            ,0.006506495177745819
PERICYTE                 ,BASAL RESTING            ,0.006505714263767004
CD8 T                    ,CLASSICAL MONOCYTES      ,-0.006505342200398445
SMOOTH MUSCLE            ,MUCOUS                   ,0.006505127064883709
CD4+ NAIVE T             ,FIBROBLAST LINEAGE       ,0.006503561977297068
CD8 T CELLS              ,FIBROBLAST LINEAGE       ,0.006500660441815853
LYMPHOID                 ,IMMUNE                   ,0.0065006110817193985
FIBROMYOCYTE             ,PLASMACYTOID DCS         ,-0.006499359384179115
MYELOID DENDRITIC TYPE 1 ,BASOPHIL/MAST            ,0.006498983595520258
NK CELLS                 ,AIRWAY SMOOTH MUSCLE     ,0.006497521884739399
CD8 T                    ,VASCULAR SMOOTH MUSCLE   ,0.006497257389128208
EREG+ DENDRITIC          ,EC AEROCYTE CAPILLARY    ,0.006496958900243044
EC CAPILLARY             ,SUBMUCOSAL GLAND         ,0.006496616639196873
EC VENOUS SYSTEMIC       ,MIGRATORY DCS            ,0.006494094152003527
MULTICILIATED (NON_NASAL),DIFFERENTIATING BASAL    ,0.00649329973384738
MULTICILIATED (NON_NASAL),SECRETORY                ,0.0064893849194049835
CD4+ MEMORY/EFFECTOR T   ,CD8 T                    ,0.006488744169473648
MESOTHELIUM              ,CD4+ NAIVE T             ,0.006488615646958351
GOBLET (SUBSEGMENTAL)    ,ALVEOLAR FIBROBLASTS     ,0.0064829676412045956
ADVENTITIAL FIBROBLASTS  ,INNATE LYMPHOID CELL NK  ,0.00648229056969285
SUBPLEURAL FIBROBLASTS   ,SMG MUCOUS               ,0.006480076815932989
LYMPHATIC EC DIFFERENTIATING,GOBLET                   ,0.006479171570390463
CD4 T CELLS              ,MIGRATORY DCS            ,0.006478213705122471
EC VENOUS                ,MULTICILIATED LINEAGE    ,0.006476501934230328
BASOPHIL/MAST 2          ,BRONCHIAL VESSEL 2       ,0.006476415321230888
EC VENOUS PULMONARY      ,CD8 T CELLS              ,0.006476366426795721
LYMPHATIC EC PROLIFERATING,CLASSICAL MONOCYTE       ,0.006472705397754908
AIRWAY EPITHELIUM        ,SMG MUCOUS               ,0.006471540313214064
LYMPHATIC EC DIFFERENTIATING,ENDOTHELIAL              ,0.006470106076449156
FIBROBLAST               ,ALVEOLAR FIBROBLAST      ,0.0064698318019509315
PERIBRONCHIAL FIBROBLASTS,GOBLET (BRONCHIAL)       ,-0.0064677647314965725
NATURAL KILLER T         ,CLUB                     ,0.006467357277870178
EPITHELIAL               ,CLUB (NASAL)             ,0.006466918624937534
MIGRATORY DCS            ,B CELLS                  ,0.0064668660052120686
CD4 T                    ,CAPILLARY                ,0.006466221529990435
T CELL LINEAGE           ,GOBLET (BRONCHIAL)       ,0.006465209182351828
FIBROBLASTS              ,CLASSICAL MONOCYTE       ,0.006463310681283474
LYMPHATIC EC MATURE      ,CD4+ NAIVE T             ,0.006462942808866501
SMOOTH MUSCLE            ,CD16+ MONOCYTE           ,0.0064615970477461815
LYMPHOID                 ,SIGNALING ALVEOLAR EPITHELIAL TYPE 2,0.006461574696004391
EREG+ DENDRITIC          ,SECRETORY                ,0.006461546756327152
SMG DUCT                 ,EC VENOUS PULMONARY      ,-0.006461057346314192
MESOTHELIUM              ,BRONCHIAL VESSEL 2       ,0.0064610084518790245
LYMPHOID                 ,CD8+ MEMORY/EFFECTOR T   ,0.0064610084518790245
LYMPHOID                 ,B                        ,-0.0064596254378557205
FIBROBLAST               ,FIBROBLASTS              ,0.00645942660048604
CD4+ NAIVE T             ,DIFFERENTIATING BASAL    ,0.006458636373281479
EC VENOUS                ,ALVEOLAR EPITHELIUM      ,0.0064574652351439
PROLIFERATING NK/T       ,SMG SEROUS (BRONCHIAL)   ,0.006457188166677952
CD8 T CELLS              ,SUBMUCOSAL SECRETORY     ,0.006456433329731226
DC2                      ,CD4 T                    ,0.006456118542701006
PERIBRONCHIAL FIBROBLASTS,CAPILLARY                ,0.0064558228477835655
LYMPHATIC                ,VASCULAR SMOOTH MUSCLE   ,0.006450987420976162
MULTICILIATED            ,MESOTHELIUM              ,0.00645022839307785
PERIBRONCHIAL FIBROBLASTS,EC GENERAL CAPILLARY     ,0.0064497338607907295
VEIN                     ,PERICYTE                 ,0.006446002051234245
LYMPHATIC EC DIFFERENTIATING,LYMPHATIC                ,0.006445274222642183
RARE                     ,EC CAPILLARY             ,0.006443389225751162
PLASMACYTOID DENDRITIC   ,CD8+ NAIVE T             ,0.006442305166274309
BASAL                    ,INTERMEDIATE MONOCYTE    ,0.006442283280193806
CAPILLARY AEROCYTE       ,MUCOUS                   ,0.006441958248615265
LYMPHOID                 ,INNATE LYMPHOID CELL NK  ,0.006441324949264526
ADVENTITIAL FIBROBLASTS  ,EC GENERAL CAPILLARY     ,0.0064384955912828445
SUBPLEURAL FIBROBLASTS   ,B                        ,0.006438218057155609
RARE                     ,ALVEOLAR MACROPHAGES     ,0.006437483709305525
BASOPHIL/MAST            ,CD8 T CELLS              ,0.0064369430765509605
SUBPLEURAL FIBROBLASTS   ,LYMPHATIC EC             ,0.006435462273657322
MUCOUS                   ,EC VENOUS PULMONARY      ,0.006434908136725426
CLUB (NASAL)             ,T CELLS PROLIFERATING    ,0.00643240287899971
EREG+ DENDRITIC          ,CD8 T CELLS              ,0.006430857814848423
CD8+ NAIVE T             ,LYMPHATIC EC DIFFERENTIATING,0.006430621258914471
ADVENTITIAL FIBROBLASTS  ,ARTERY                   ,0.006429018918424845
LYMPHOID                 ,ALVEOLAR FIBROBLASTS     ,0.006428668741136789
SMG SEROUS               ,BRONCHIAL VESSEL         ,0.006428183987736702
ADVENTITIAL FIBROBLASTS  ,CD8+ NAIVE T             ,0.006426721811294556
LYMPHATIC EC PROLIFERATING,DC1                      ,0.006425384432077408
FIBROMYOCYTE             ,MACROPHAGES              ,0.00642479257658124
EC ARTERIAL              ,ALVEOLAR MΦ PROLIFERATING,0.006424769759178162
GOBLET                   ,PLASMACYTOID DENDRITIC   ,0.006424495950341225
CAPILLARY INTERMEDIATE 1 ,POSITIVE                 ,0.006424142047762871
CD8+ NAIVE T             ,FIBROBLAST               ,0.006423905957490206
NATURAL KILLER T         ,LYMPHATIC EC PROLIFERATING,0.006422340404242277
MACROPHAGE               ,PERICYTES                ,0.0064217145554721355
LYMPHOID                 ,EC CAPILLARY             ,0.00642103236168623
EPITHELIAL               ,LYMPHATIC EC             ,0.0064195916056632996
ALVEOLAR FIBROBLAST      ,SMG SEROUS               ,0.006419470068067312
CD8 T CELLS              ,EC VENOUS SYSTEMIC       ,0.0064177131280303
T CELLS PROLIFERATING    ,STROMA                   ,0.006417647935450077
BASAL                    ,PROLIFERATING MACROPHAGE ,0.006416824646294117
CD4+ NAIVE T             ,CD4 T                    ,0.0064163520000875
CD16+ MONOCYTE           ,SMOOTH MUSCLE            ,0.006415561307221651
EPITHELIAL               ,BASAL RESTING            ,0.006415375974029303
ALVEOLAR EPITHELIAL TYPE 2,PROXIMAL CILIATED        ,-0.00641440087929368
PERICYTES                ,NON CLASSICAL MONOCYTES  ,0.006414348725229502
MESOTHELIUM              ,SMG SEROUS               ,0.006413416471332312
ALVEOLAR EPITHELIAL TYPE 2,CAPILLARY INTERMEDIATE 2 ,-0.006413109600543976
EPITHELIAL               ,TUFT                     ,0.006412645801901817
LYMPHATIC                ,DIFFERENTIATING BASAL    ,0.006412452552467585
VASCULAR SMOOTH MUSCLE   ,MULTICILIATED (NON_NASAL),0.0064120520837605
IGSF21+ DENDRITIC        ,CD8 T                    ,0.006411904003471136
BRONCHIAL VESSEL 1       ,GOBLET                   ,0.006411651149392128
PERIBRONCHIAL FIBROBLASTS,DENDRITIC                ,-0.006410726346075535
DC2                      ,MAST CELLS               ,0.006410053465515375
CAPILLARY INTERMEDIATE 2 ,PLASMA                   ,-0.006409435532987118
EC CAPILLARY             ,MYELOID                  ,0.006408223416656256
AT2                      ,GOBLET (SUBSEGMENTAL)    ,0.0064080688171088696
GOBLET                   ,ADVENTITIAL FIBROBLASTS  ,0.0064073349349200726
LYMPHATIC EC DIFFERENTIATING,PROXIMAL CILIATED        ,0.0064058126881718636
EC VENOUS                ,NATURAL KILLER           ,0.00640484131872654
RARE                     ,IMMUNE                   ,0.00640444690361619
B CELLS                  ,DIFFERENTIATING BASAL    ,0.0064042359590530396
EC VENOUS                ,DIFFERENTIATING BASAL    ,0.006402835715562105
B CELLS                  ,T CELLS PROLIFERATING    ,0.006402661558240652
LYMPHATIC EC DIFFERENTIATING,MYOFIBROBLAST            ,0.006401109974831343
MONOCYTES                ,FIBROMYOCYTE             ,0.006398248486220837
PERIBRONCHIAL FIBROBLASTS,SEROUS                   ,-0.006398150231689215
INTERMEDIATE MONOCYTE    ,T CELLS PROLIFERATING    ,0.006396506913006306
MESOTHELIUM              ,NONCLASSICAL MONOCYTE    ,0.006396324839442968
SMOOTH MUSCLE            ,MESOTHELIUM              ,0.006395977456122637
T CELLS PROLIFERATING    ,PROXIMAL CILIATED        ,0.0063952249474823475
CLUB                     ,VASCULAR SMOOTH MUSCLE   ,0.006394984666258097
PLASMACYTOID DCS         ,LYMPHATIC EC PROLIFERATING,0.00639407429844141
CD8 T                    ,CD4 T                    ,0.00639323191717267
LYMPHATIC EC DIFFERENTIATING,CD4 T                    ,0.006392571143805981
MUCOUS                   ,AIRWAY EPITHELIUM        ,0.006392494775354862
BRONCHIAL VESSEL 2       ,EC VENOUS PULMONARY      ,0.006392400246113539
MYELOID                  ,PERICYTE                 ,0.006390496157109737
CD14+ MONOCYTE           ,ADVENTITIAL FIBROBLAST   ,0.006389184854924679
CD8+ NAIVE T             ,SUPRABASAL               ,0.006389155983924866
SMOOTH MUSCLE            ,RARE                     ,0.006387047935277224
MULTICILIATED LINEAGE    ,BASAL                    ,0.006386786233633757
INTERMEDIATE MONOCYTE    ,OLR1+ CLASSICAL MONOCYTE ,0.006386753637343645
ALVEOLAR EPITHELIUM      ,SUBPLEURAL FIBROBLASTS   ,0.006386205088347197
FIBROMYOCYTES            ,B                        ,0.006384610664099455
FIBROMYOCYTE             ,SUBMUCOSAL SECRETORY     ,0.006383783649653196
CD4+ NAIVE T             ,CLASSICAL MONOCYTE       ,0.006382501684129238
CD8 T CELLS              ,EC CAPILLARY             ,0.006381694693118334
ENDOTHELIAL              ,CILIATED                 ,0.006380748003721237
SECRETORY                ,RARE                     ,-0.00637988792732358
MIGRATORY DCS            ,MULTICILIATED LINEAGE    ,0.006379880476742983
SUPRABASAL               ,NATURAL KILLER T         ,0.006378308404237032
INTERMEDIATE MONOCYTE    ,MYELOID DENDRITIC TYPE 1 ,0.0063777766190469265
PLASMACYTOID DCS         ,AT2                      ,0.006376647390425205
CD4+ MEMORY/EFFECTOR T   ,NONCLASSICAL MONOCYTE    ,0.006376130972057581
ADVENTITIAL FIBROBLASTS  ,VASCULAR SMOOTH MUSCLE   ,0.0063751498237252235
RARE                     ,ALVEOLAR FIBROBLASTS     ,0.006373902782797813
VEIN                     ,ALVEOLAR MΦ PROLIFERATING,0.006372351199388504
CD4+ MEMORY/EFFECTOR T   ,IGSF21+ DENDRITIC        ,0.006371916271746159
EC VENOUS PULMONARY      ,VASCULAR SMOOTH MUSCLE   ,0.006371689960360527
